SU,Site,WaveHeight
9420800,WestEnd,2.854449029
9422848,WestEnd,2.905193616
9424896,WestEnd,3.213862988
9426944,WestEnd,3.033782575
9428992,WestEnd,3.221253992
9431040,WestEnd,3.241809926
9433088,WestEnd,3.185077188
9435136,WestEnd,3.134798942
9437184,WestEnd,3.115027949
9439232,WestEnd,2.880886051
9441280,WestEnd,2.850848285
9443328,WestEnd,2.878200798
9445376,WestEnd,2.882457891
9447424,WestEnd,3.071460485
9449472,WestEnd,3.144743612
9451520,WestEnd,3.125222456
9453568,WestEnd,3.202083742
9455616,WestEnd,3.427786317
9457664,WestEnd,3.533110473
9459712,WestEnd,3.530257479
9461760,WestEnd,3.588320244
9463808,WestEnd,3.694409256
9465856,WestEnd,4.002958183
9467904,WestEnd,3.569681271
9469952,WestEnd,3.907237761
9472000,WestEnd,3.777521413
9474048,WestEnd,3.746735078
9476096,WestEnd,3.66711395
9478144,WestEnd,3.793697029
9480192,WestEnd,3.699808435
9482240,WestEnd,3.568656204
9484288,WestEnd,3.494590965
9486336,WestEnd,3.468367283
9488384,WestEnd,3.22721486
9490432,WestEnd,3.35980862
9492480,WestEnd,3.591062142
9494528,WestEnd,3.275136117
9496576,WestEnd,3.638952917
9498624,WestEnd,3.519405271
9500672,WestEnd,3.713565087
9502720,WestEnd,3.38735072
9504768,WestEnd,3.437739627
9506816,WestEnd,3.269192827
9508864,WestEnd,3.241161871
9510912,WestEnd,3.192442416
9512960,WestEnd,3.407882163
9515008,WestEnd,3.301412038
9517056,WestEnd,3.054060888
9519104,WestEnd,3.018660983
9521152,WestEnd,2.907854552
9523200,WestEnd,2.756944825
9525248,WestEnd,2.605167897
9527296,WestEnd,2.558746811
9529344,WestEnd,2.50106568
9531392,WestEnd,2.404309918
9533440,WestEnd,2.248047692
9535488,WestEnd,2.254052139
9537536,WestEnd,2.264799611
9539584,WestEnd,2.254151155
9541632,WestEnd,2.167625838
9543680,WestEnd,2.128496248
9545728,WestEnd,2.092952939
9547776,WestEnd,2.007105362
9549824,WestEnd,1.882692521
9551872,WestEnd,2.003882007
9553920,WestEnd,1.925573977
9555968,WestEnd,1.918759036
9558016,WestEnd,2.017709017
9560064,WestEnd,1.920619836
9562112,WestEnd,1.900601422
9564160,WestEnd,1.999195852
9566208,WestEnd,1.900233381
9568256,WestEnd,1.911751066
9570304,WestEnd,1.909029209
9572352,WestEnd,1.920966959
9574400,WestEnd,1.945568831
9576448,WestEnd,2.027959647
9578496,WestEnd,1.935565967
9580544,WestEnd,1.864216442
9582592,WestEnd,1.764013521
9584640,WestEnd,1.757732025
9586688,WestEnd,1.84715545
9588736,WestEnd,1.79568242
9590784,WestEnd,1.65956677
9592832,WestEnd,1.691282991
9594880,WestEnd,1.688997633
9596928,WestEnd,1.644340526
9598976,WestEnd,1.517435415
9601024,WestEnd,1.462008348
9603072,WestEnd,1.468083242
9605120,WestEnd,1.387782641
9607168,WestEnd,1.409619046
9609216,WestEnd,1.342430762
9611264,WestEnd,1.357507513
9613312,WestEnd,1.369173934
9615360,WestEnd,1.430064753
9617408,WestEnd,1.393210775
9619456,WestEnd,1.421156988
9621504,WestEnd,1.491971489
9623552,WestEnd,1.457915003
9625600,WestEnd,1.475476669
9627648,WestEnd,1.431450867
9629696,WestEnd,1.374725922
9631744,WestEnd,1.386845449
9633792,WestEnd,1.253474409
9635840,WestEnd,1.216561394
9637888,WestEnd,1.19829389
9639936,WestEnd,1.168869214
9641984,WestEnd,1.165147622
9644032,WestEnd,1.151891215
9646080,WestEnd,1.098658067
9648128,WestEnd,1.110173786
9650176,WestEnd,1.118265989
9652224,WestEnd,1.115275163
9654272,WestEnd,1.119309553
9656320,WestEnd,1.067170679
9658368,WestEnd,1.08788426
9660416,WestEnd,1.020958655
9662464,WestEnd,0.950411677
9664512,WestEnd,0.961711777
9666560,WestEnd,0.930664804
9668608,WestEnd,0.887050734
9670656,WestEnd,0.863526971
9672704,WestEnd,0.834312476
9674752,WestEnd,0.91102823
9676800,WestEnd,0.852233672
9678848,WestEnd,0.848399454
9680896,WestEnd,0.873800574
9682944,WestEnd,0.852587836
9684992,WestEnd,0.927412027
9687040,WestEnd,0.906624048
9689088,WestEnd,0.939535204
9691136,WestEnd,0.908841752
9693184,WestEnd,0.897920979
9695232,WestEnd,0.9538319
9697280,WestEnd,0.985176658
9699328,WestEnd,0.914823432
9701376,WestEnd,0.95042141
9703424,WestEnd,0.94854191
9705472,WestEnd,0.872778022
9707520,WestEnd,0.854790258
9709568,WestEnd,0.861498871
9711616,WestEnd,0.869259577
9713664,WestEnd,0.853404605
9715712,WestEnd,0.89680072
9717760,WestEnd,0.937196971
9719808,WestEnd,0.913746298
9721856,WestEnd,0.878721355
9723904,WestEnd,0.9898818
9725952,WestEnd,0.996211591
9728000,WestEnd,0.965062154
9730048,WestEnd,1.000531922
9732096,WestEnd,0.959015285
9734144,WestEnd,1.123014318
9736192,WestEnd,1.170058066
9738240,WestEnd,1.164876218
9740288,WestEnd,1.164361191
9742336,WestEnd,1.205377198
9744384,WestEnd,1.246037311
9746432,WestEnd,1.274146964
9748480,WestEnd,1.33645179
9750528,WestEnd,1.300148867
9752576,WestEnd,1.437059823
9754624,WestEnd,1.437304
9756672,WestEnd,1.492130366
9758720,WestEnd,1.487652977
9760768,WestEnd,1.614058565
9762816,WestEnd,1.508292741
9764864,WestEnd,1.577938675
9766912,WestEnd,1.771286399
9768960,WestEnd,1.587355404
9771008,WestEnd,1.64470676
9773056,WestEnd,1.900745509
9775104,WestEnd,1.775570735
9777152,WestEnd,1.883157349
9779200,WestEnd,1.914308958
9781248,WestEnd,1.796428535
9783296,WestEnd,1.881013475
9785344,WestEnd,1.793150443
9787392,WestEnd,1.940478733
9789440,WestEnd,1.97659497
9791488,WestEnd,1.777719245
9793536,WestEnd,1.953014293
9795584,WestEnd,1.721253554
9797632,WestEnd,1.964966488
9799680,WestEnd,1.779116427
9801728,WestEnd,1.795684043
9803776,WestEnd,1.811772574
9805824,WestEnd,1.904707277
9807872,WestEnd,1.899794862
9809920,WestEnd,1.934807569
9811968,WestEnd,1.85851911
9814016,WestEnd,1.933363204
9816064,WestEnd,1.952082473
9818112,WestEnd,1.929535857
9820160,WestEnd,1.92785271
9822208,WestEnd,1.95313898
9824256,WestEnd,1.955358232
9826304,WestEnd,1.957936006
9828352,WestEnd,1.963591925
9830400,WestEnd,1.977833426
9832448,WestEnd,1.831059385
9834496,WestEnd,1.940310284
9836544,WestEnd,1.98638776
9838592,WestEnd,1.743855295
9840640,WestEnd,1.773767179
9842688,WestEnd,1.669166548
9844736,WestEnd,1.596537222
9846784,WestEnd,1.558777088
9848832,WestEnd,1.476570069
9850880,WestEnd,1.497329811
9852928,WestEnd,1.464453065
9854976,WestEnd,1.503237176
9857024,WestEnd,1.511773262
9859072,WestEnd,1.493234095
9861120,WestEnd,1.543583505
9863168,WestEnd,1.503324758
9865216,WestEnd,1.499528389
9867264,WestEnd,1.500904012
9869312,WestEnd,1.551090186
9871360,WestEnd,1.498637431
9873408,WestEnd,1.413688149
9875456,WestEnd,1.379487853
9877504,WestEnd,1.334642713
9879552,WestEnd,1.471757655
9881600,WestEnd,1.387282048
9883648,WestEnd,1.398077482
9885696,WestEnd,1.466347764
9887744,WestEnd,1.412974038
9889792,WestEnd,1.43607749
9891840,WestEnd,1.473824779
9893888,WestEnd,1.440572496
9895936,WestEnd,1.533818528
9897984,WestEnd,1.503503574
9900032,WestEnd,1.339365846
9902080,WestEnd,1.394584373
9904128,WestEnd,1.301397595
9906176,WestEnd,1.517457693
9908224,WestEnd,1.375836803
9910272,WestEnd,1.25836652
9912320,WestEnd,1.374327305
9914368,WestEnd,1.41257095
9916416,WestEnd,1.393894084
9918464,WestEnd,1.308084606
9920512,WestEnd,1.26677494
9922560,WestEnd,1.26213304
9924608,WestEnd,1.357872135
9926656,WestEnd,1.239736527
9928704,WestEnd,1.154328875
9930752,WestEnd,1.230932256
9932800,WestEnd,1.154241942
9934848,WestEnd,1.195470914
9936896,WestEnd,1.318195261
9938944,WestEnd,1.176384409
9940992,WestEnd,1.175033351
9943040,WestEnd,1.191532882
9945088,WestEnd,1.289956365
9947136,WestEnd,1.301320451
9949184,WestEnd,1.110923863
9951232,WestEnd,1.282424411
9953280,WestEnd,1.135115091
9955328,WestEnd,1.236849814
9957376,WestEnd,1.37511168
9959424,WestEnd,1.309649081
9961472,WestEnd,1.29871159
9963520,WestEnd,1.266214047
9965568,WestEnd,1.345809979
9967616,WestEnd,1.280074105
9969664,WestEnd,1.287348631
9971712,WestEnd,1.318707283
9973760,WestEnd,1.424909064
9975808,WestEnd,1.247598668
9977856,WestEnd,1.242129429
9979904,WestEnd,1.24951567
9981952,WestEnd,1.159787829
9984000,WestEnd,1.206899326
9986048,WestEnd,1.165331493
9988096,WestEnd,1.241162881
9990144,WestEnd,1.109709034
9992192,WestEnd,1.26731793
9994240,WestEnd,1.204356102
9996288,WestEnd,1.170765139
9998336,WestEnd,1.176113161
10000384,WestEnd,1.222439935
10002432,WestEnd,1.229301486
10004480,WestEnd,1.132078593
10006528,WestEnd,1.256772475
10008576,WestEnd,1.142322952
10010624,WestEnd,1.202651371
10012672,WestEnd,1.158816295
10014720,WestEnd,1.078108845
10016768,WestEnd,1.042349478
10018816,WestEnd,1.062644301
10020864,WestEnd,1.015155079
10022912,WestEnd,1.007904858
10024960,WestEnd,1.02327921
10027008,WestEnd,1.172052738
10029056,WestEnd,1.084964272
10031104,WestEnd,1.191470192
10033152,WestEnd,1.198472848
10035200,WestEnd,1.0337535
10037248,WestEnd,1.240719274
10039296,WestEnd,1.170974888
10041344,WestEnd,1.198862065
10043392,WestEnd,1.172333798
10045440,WestEnd,1.148985779
10047488,WestEnd,1.180308528
10049536,WestEnd,1.178202686
10051584,WestEnd,1.198943006
10053632,WestEnd,1.13297377
10055680,WestEnd,1.132692625
10057728,WestEnd,1.139834205
10059776,WestEnd,1.087350986
10061824,WestEnd,1.007096213
10063872,WestEnd,0.954383379
10065920,WestEnd,1.08446174
10067968,WestEnd,1.004468358
10070016,WestEnd,1.013522045
10072064,WestEnd,0.909055484
10074112,WestEnd,0.849282948
10076160,WestEnd,0.948278452
10078208,WestEnd,0.935084184
10080256,WestEnd,0.916065563
10082304,WestEnd,0.946997886
10084352,WestEnd,1.021186206
10086400,WestEnd,0.910908687
10088448,WestEnd,0.936316475
10090496,WestEnd,0.941592759
10092544,WestEnd,0.910137652
10094592,WestEnd,0.871767419
10096640,WestEnd,0.911925278
10098688,WestEnd,0.987556816
10100736,WestEnd,0.934689885
10102784,WestEnd,0.980607883
10104832,WestEnd,0.911432558
10106880,WestEnd,0.976933244
10108928,WestEnd,0.967390164
10110976,WestEnd,0.873197997
10113024,WestEnd,0.90275321
10115072,WestEnd,0.877467901
10117120,WestEnd,0.939756636
10119168,WestEnd,0.918203093
10121216,WestEnd,0.919411721
10123264,WestEnd,0.902482148
10125312,WestEnd,0.919519817
10127360,WestEnd,0.942566167
10129408,WestEnd,0.902531873
10131456,WestEnd,0.98126999
10133504,WestEnd,1.012058007
10135552,WestEnd,1.013375008
10137600,WestEnd,1.065743092
10139648,WestEnd,0.979756596
10141696,WestEnd,0.979342499
10143744,WestEnd,0.985637301
10145792,WestEnd,1.028053662
10147840,WestEnd,0.965518133
10149888,WestEnd,0.89151915
10151936,WestEnd,0.902934088
10153984,WestEnd,0.829835463
10156032,WestEnd,0.847511639
10158080,WestEnd,0.855194758
10160128,WestEnd,0.896852842
10162176,WestEnd,0.959256499
10164224,WestEnd,0.909397266
10166272,WestEnd,0.871540762
10168320,WestEnd,0.899198818
10170368,WestEnd,0.920107486
10172416,WestEnd,0.939371941
10174464,WestEnd,1.032945091
10176512,WestEnd,0.912354626
10178560,WestEnd,0.923841436
10180608,WestEnd,0.963110174
10182656,WestEnd,0.962495659
10184704,WestEnd,0.994191576
10186752,WestEnd,1.013755826
10188800,WestEnd,1.019882065
10190848,WestEnd,0.929349458
10192896,WestEnd,1.040514422
10194944,WestEnd,1.094976739
10196992,WestEnd,0.925186841
10199040,WestEnd,1.005027425
10201088,WestEnd,1.056739322
10203136,WestEnd,0.952408609
10205184,WestEnd,1.105318544
10207232,WestEnd,0.925721124
10209280,WestEnd,1.004315949
10211328,WestEnd,0.951493262
10213376,WestEnd,0.962021738
10215424,WestEnd,0.880114705
10217472,WestEnd,1.051113206
10219520,WestEnd,1.025277283
10221568,WestEnd,0.985711922
10223616,WestEnd,0.991778884
10225664,WestEnd,0.892645323
10227712,WestEnd,0.963627071
10229760,WestEnd,0.899851424
10231808,WestEnd,0.970771184
10233856,WestEnd,0.937547175
10235904,WestEnd,0.844277
10237952,WestEnd,0.839524846
10240000,WestEnd,0.923375334
10242048,WestEnd,0.882811401
10244096,WestEnd,0.903669585
10246144,WestEnd,0.925174289
10248192,WestEnd,0.882679333
10250240,WestEnd,0.886298411
10252288,WestEnd,0.783877237
10254336,WestEnd,0.880562575
10256384,WestEnd,0.837754455
10258432,WestEnd,0.85788216
10260480,WestEnd,0.920163363
10262528,WestEnd,0.939215151
10264576,WestEnd,0.852975162
10266624,WestEnd,0.922041764
10268672,WestEnd,0.953021803
10270720,WestEnd,0.915842359
10272768,WestEnd,0.937504485
10274816,WestEnd,0.912444394
10276864,WestEnd,0.847642351
10278912,WestEnd,0.942970814
10280960,WestEnd,0.874162521
10283008,WestEnd,0.964379116
10285056,WestEnd,0.97030548
10287104,WestEnd,0.967757295
10289152,WestEnd,0.911373794
10291200,WestEnd,1.011297613
10293248,WestEnd,0.943276528
10295296,WestEnd,1.019893298
10297344,WestEnd,0.994414232
10299392,WestEnd,0.959139578
10301440,WestEnd,0.865501674
10303488,WestEnd,0.869010561
10305536,WestEnd,0.921177254
10307584,WestEnd,0.956898498
10309632,WestEnd,0.948205806
10311680,WestEnd,0.972889377
10313728,WestEnd,0.992436608
10315776,WestEnd,0.900491522
10317824,WestEnd,0.949693726
10319872,WestEnd,0.906596066
10321920,WestEnd,0.925097625
10323968,WestEnd,0.972295221
10326016,WestEnd,0.943115344
10328064,WestEnd,0.963225655
10330112,WestEnd,0.959729169
10332160,WestEnd,0.996425566
10334208,WestEnd,0.994184121
10336256,WestEnd,0.970431123
10338304,WestEnd,1.001168167
10340352,WestEnd,1.122398718
10342400,WestEnd,1.035936477
10344448,WestEnd,1.005838847
10346496,WestEnd,1.105695455
10348544,WestEnd,0.97538226
10350592,WestEnd,1.087187577
10352640,WestEnd,1.078901137
10354688,WestEnd,1.087105942
10356736,WestEnd,1.178906437
10358784,WestEnd,1.251456528
10360832,WestEnd,1.164998755
10362880,WestEnd,1.277294273
10364928,WestEnd,1.338450775
10366976,WestEnd,1.262338017
10369024,WestEnd,1.215435621
10371072,WestEnd,1.216355992
10373120,WestEnd,1.221304476
10375168,WestEnd,1.295499513
10377216,WestEnd,1.318297962
10379264,WestEnd,1.266847921
10381312,WestEnd,1.483519061
10383360,WestEnd,1.623744839
10385408,WestEnd,1.558543312
10387456,WestEnd,1.480766013
10389504,WestEnd,1.546206234
10391552,WestEnd,1.583762888
10393600,WestEnd,1.455935944
10395648,WestEnd,1.537441437
10397696,WestEnd,1.606348433
10399744,WestEnd,1.687788596
10401792,WestEnd,1.743979024
10403840,WestEnd,1.643004232
10405888,WestEnd,1.959970568
10407936,WestEnd,1.77283488
10409984,WestEnd,2.096572678
10412032,WestEnd,2.048377955
10414080,WestEnd,1.879076513
10416128,WestEnd,1.668167785
10418176,WestEnd,1.785855928
10420224,WestEnd,1.870850109
10422272,WestEnd,1.76041508
10424320,WestEnd,1.949704183
10426368,WestEnd,1.912272469
10428416,WestEnd,1.962702026
10430464,WestEnd,2.038115838
10432512,WestEnd,2.085519359
10434560,WestEnd,1.969120393
10436608,WestEnd,2.316425951
10438656,WestEnd,1.911238357
10440704,WestEnd,2.070091585
10442752,WestEnd,2.035546893
10444800,WestEnd,1.821908259
10446848,WestEnd,2.057820116
10448896,WestEnd,1.897634309
10450944,WestEnd,2.100295479
10452992,WestEnd,1.97277162
10455040,WestEnd,2.004847802
10457088,WestEnd,1.909753829
10459136,WestEnd,1.722257482
10461184,WestEnd,1.843253904
10463232,WestEnd,1.923516645
10465280,WestEnd,1.675647538
10467328,WestEnd,1.810366698
10469376,WestEnd,1.730372885
10471424,WestEnd,1.807925069
10473472,WestEnd,2.021234128
10475520,WestEnd,1.877888711
10477568,WestEnd,1.942805044
10479616,WestEnd,1.830308146
10481664,WestEnd,2.046774522
10483712,WestEnd,1.979731394
10485760,WestEnd,2.173379883
10487808,WestEnd,2.237282389
10489856,WestEnd,2.136544313
10491904,WestEnd,2.171459704
10493952,WestEnd,2.103784967
10496000,WestEnd,2.093983206
10498048,WestEnd,2.086631332
10500096,WestEnd,2.139731344
10502144,WestEnd,2.170283739
10504192,WestEnd,1.930177247
10506240,WestEnd,1.95434586
10508288,WestEnd,2.034299495
10510336,WestEnd,1.87385859
10512384,WestEnd,2.006868242
10514432,WestEnd,2.133749255
10516480,WestEnd,1.995677925
10518528,WestEnd,2.061885233
10520576,WestEnd,1.94663332
10522624,WestEnd,2.096607378
10524672,WestEnd,2.048364527
10526720,WestEnd,2.110897083
10528768,WestEnd,2.040152604
10530816,WestEnd,2.015705025
10532864,WestEnd,1.935119895
10534912,WestEnd,2.095641751
10536960,WestEnd,2.202677054
10539008,WestEnd,1.929405286
10541056,WestEnd,2.201634174
10543104,WestEnd,2.004092374
10545152,WestEnd,2.056575052
10547200,WestEnd,1.892730252
10549248,WestEnd,1.954082631
10551296,WestEnd,1.950584433
10553344,WestEnd,1.82602182
10555392,WestEnd,2.016926377
10557440,WestEnd,1.808020962
10559488,WestEnd,1.846151358
10561536,WestEnd,1.821989162
10563584,WestEnd,1.971828727
10565632,WestEnd,1.873804314
10567680,WestEnd,1.914015803
10569728,WestEnd,1.988735321
10571776,WestEnd,2.089763811
10573824,WestEnd,2.075318332
10575872,WestEnd,2.075251332
10577920,WestEnd,2.180068268
10579968,WestEnd,2.099439565
10582016,WestEnd,2.045955875
10584064,WestEnd,2.1726795
10586112,WestEnd,2.043794743
10588160,WestEnd,1.935151026
10590208,WestEnd,1.974917122
10592256,WestEnd,1.894621265
10594304,WestEnd,1.896402198
10596352,WestEnd,2.009217411
10598400,WestEnd,1.859212267
10600448,WestEnd,1.803563778
10602496,WestEnd,1.897744326
10604544,WestEnd,1.972110788
10606592,WestEnd,1.957707808
10608640,WestEnd,1.903213249
10610688,WestEnd,1.905937134
10612736,WestEnd,2.027059785
10614784,WestEnd,1.993910125
10616832,WestEnd,1.839009592
10618880,WestEnd,1.978682317
10620928,WestEnd,1.956619234
10622976,WestEnd,1.909884226
10625024,WestEnd,1.957214009
10627072,WestEnd,1.976389278
10629120,WestEnd,2.050087961
10631168,WestEnd,1.824066047
10633216,WestEnd,1.974123875
10635264,WestEnd,1.779958032
10637312,WestEnd,1.813750283
10639360,WestEnd,1.877373215
10641408,WestEnd,1.766789438
10643456,WestEnd,1.776038634
10645504,WestEnd,1.705108915
10647552,WestEnd,1.787949353
10649600,WestEnd,1.743479506
10651648,WestEnd,1.65544482
10653696,WestEnd,1.711287539
10655744,WestEnd,1.703610372
10657792,WestEnd,1.671136503
10659840,WestEnd,1.719097471
10661888,WestEnd,1.623131849
10663936,WestEnd,1.615825581
10665984,WestEnd,1.574493462
10668032,WestEnd,1.679923208
10670080,WestEnd,1.674777529
10672128,WestEnd,1.678682171
10674176,WestEnd,1.663656571
10676224,WestEnd,1.621501921
10678272,WestEnd,1.501415459
10680320,WestEnd,1.562662297
10682368,WestEnd,1.433294286
10684416,WestEnd,1.47310906
10686464,WestEnd,1.460456754
10688512,WestEnd,1.583282914
10690560,WestEnd,1.474187309
10692608,WestEnd,1.309213116
10694656,WestEnd,1.394638212
10696704,WestEnd,1.408288243
10698752,WestEnd,1.453964426
10700800,WestEnd,1.445623845
10702848,WestEnd,1.452995669
10704896,WestEnd,1.405660785
10706944,WestEnd,1.345457927
10708992,WestEnd,1.355056668
10711040,WestEnd,1.334221139
10713088,WestEnd,1.345839762
10715136,WestEnd,1.359163013
10717184,WestEnd,1.349783336
10719232,WestEnd,1.306327933
10721280,WestEnd,1.296173369
10723328,WestEnd,1.289407342
10725376,WestEnd,1.286397155
10727424,WestEnd,1.28709712
10729472,WestEnd,1.338372529
10731520,WestEnd,1.29480907
10733568,WestEnd,1.220607758
10735616,WestEnd,1.12795365
10737664,WestEnd,1.165480094
10739712,WestEnd,1.168469482
10741760,WestEnd,1.147812434
10743808,WestEnd,1.15901421
10745856,WestEnd,1.195210948
10747904,WestEnd,1.186738676
10749952,WestEnd,1.214633486
10752000,WestEnd,1.146018852
10754048,WestEnd,1.191775708
10756096,WestEnd,1.097327516
10758144,WestEnd,1.144478291
10760192,WestEnd,1.06811925
10762240,WestEnd,1.190032033
10764288,WestEnd,1.045944778
10766336,WestEnd,1.138941083
10768384,WestEnd,1.14984445
10770432,WestEnd,1.08047235
10772480,WestEnd,1.131683179
10774528,WestEnd,1.020730648
10776576,WestEnd,1.074736361
10778624,WestEnd,1.098012239
10780672,WestEnd,0.997553149
10782720,WestEnd,1.00501337
10784768,WestEnd,0.994551283
10786816,WestEnd,0.964104136
10788864,WestEnd,1.026661434
10790912,WestEnd,0.969737303
10792960,WestEnd,0.916689618
10795008,WestEnd,0.931953678
10797056,WestEnd,0.979332059
10799104,WestEnd,0.943113798
10801152,WestEnd,0.948807128
10803200,WestEnd,0.986098274
10805248,WestEnd,0.921721514
10807296,WestEnd,1.002969832
10809344,WestEnd,1.004659606
10811392,WestEnd,0.969544521
10813440,WestEnd,1.005591176
10815488,WestEnd,1.022607317
10817536,WestEnd,1.00782764
10819584,WestEnd,1.02394865
10821632,WestEnd,1.009433444
10823680,WestEnd,0.941165515
10825728,WestEnd,0.956355577
10827776,WestEnd,0.963940039
10829824,WestEnd,0.942574493
10831872,WestEnd,0.932777808
10833920,WestEnd,0.913319857
10835968,WestEnd,0.890773136
10838016,WestEnd,0.920987368
10840064,WestEnd,0.881939808
10842112,WestEnd,0.930474801
10844160,WestEnd,0.917216899
10846208,WestEnd,0.999798513
10848256,WestEnd,0.930478782
10850304,WestEnd,0.940059595
10852352,WestEnd,0.953988278
10854400,WestEnd,0.941781327
10856448,WestEnd,0.988191234
10858496,WestEnd,0.936049471
10860544,WestEnd,0.984353008
10862592,WestEnd,0.89839123
10864640,WestEnd,0.893505558
10866688,WestEnd,0.925765208
10868736,WestEnd,0.840886372
10870784,WestEnd,0.806299294
10872832,WestEnd,0.789805978
10874880,WestEnd,0.785867194
10876928,WestEnd,0.796441803
10878976,WestEnd,0.830577313
10881024,WestEnd,0.878176695
10883072,WestEnd,0.845114055
10885120,WestEnd,0.897442462
10887168,WestEnd,0.8032746
10889216,WestEnd,0.908492555
10891264,WestEnd,0.888633228
10893312,WestEnd,0.859154321
10895360,WestEnd,0.895201561
10897408,WestEnd,0.897090545
10899456,WestEnd,0.901149041
10901504,WestEnd,0.932412048
10903552,WestEnd,0.903474119
10905600,WestEnd,0.870032602
10907648,WestEnd,0.867667936
10909696,WestEnd,0.827147956
10911744,WestEnd,0.879121164
10913792,WestEnd,0.923888441
10915840,WestEnd,0.909982263
10917888,WestEnd,0.842403155
10919936,WestEnd,0.903289645
10921984,WestEnd,0.952618962
10924032,WestEnd,0.949955054
10926080,WestEnd,0.998050288
10928128,WestEnd,0.976404783
10930176,WestEnd,1.012563913
10932224,WestEnd,1.040262631
10934272,WestEnd,1.042728225
10936320,WestEnd,1.164493696
10938368,WestEnd,1.146878776
10940416,WestEnd,1.146893409
10942464,WestEnd,1.1870476
10944512,WestEnd,1.156279681
10946560,WestEnd,1.157965677
10948608,WestEnd,1.113883239
10950656,WestEnd,1.20794074
10952704,WestEnd,1.152797216
10954752,WestEnd,1.099183932
10956800,WestEnd,1.094949889
10958848,WestEnd,0.964856504
10960896,WestEnd,1.125279679
10962944,WestEnd,1.05134832
10964992,WestEnd,1.099272296
10967040,WestEnd,1.015683728
10969088,WestEnd,1.040517689
10971136,WestEnd,1.01152171
10973184,WestEnd,0.989557631
10975232,WestEnd,1.041025993
10977280,WestEnd,1.028703529
10979328,WestEnd,1.089774825
10981376,WestEnd,1.167288895
10983424,WestEnd,1.190916395
10985472,WestEnd,1.192388514
10987520,WestEnd,1.177367052
10989568,WestEnd,1.170628382
10991616,WestEnd,1.251410187
10993664,WestEnd,1.272333894
10995712,WestEnd,1.2940492
10997760,WestEnd,1.351397952
10999808,WestEnd,1.335024701
11001856,WestEnd,1.358843536
11003904,WestEnd,1.5734996
11005952,WestEnd,1.662640417
11008000,WestEnd,1.794590087
11010048,WestEnd,1.985009037
11012096,WestEnd,2.133404779
11014144,WestEnd,2.233542097
11016192,WestEnd,2.231708578
11018240,WestEnd,2.322554167
11020288,WestEnd,2.333950714
11022336,WestEnd,2.374700155
11024384,WestEnd,2.407220723
11026432,WestEnd,2.21115673
11028480,WestEnd,2.493278083
11030528,WestEnd,2.611446523
11032576,WestEnd,2.556024216
11034624,WestEnd,2.551485849
11036672,WestEnd,2.437584589
11038720,WestEnd,2.483594025
11040768,WestEnd,2.469065305
11042816,WestEnd,2.198825719
11044864,WestEnd,2.173813444
11046912,WestEnd,2.240324314
11048960,WestEnd,2.130619775
11051008,WestEnd,2.128661685
11053056,WestEnd,2.062487841
11055104,WestEnd,2.225042353
11057152,WestEnd,2.081092659
11059200,WestEnd,2.118969494
11061248,WestEnd,2.318637464
11063296,WestEnd,2.194998859
11065344,WestEnd,2.196922927
11067392,WestEnd,2.33267151
11069440,WestEnd,2.266280405
11071488,WestEnd,2.118999816
11073536,WestEnd,2.143866981
11075584,WestEnd,2.241499484
11077632,WestEnd,2.186335362
11079680,WestEnd,2.090395848
11081728,WestEnd,2.06200084
11083776,WestEnd,2.060297445
11085824,WestEnd,2.016956894
11087872,WestEnd,2.040546496
11089920,WestEnd,2.02361623
11091968,WestEnd,1.965824661
11094016,WestEnd,1.932050683
11096064,WestEnd,1.78797634
11098112,WestEnd,1.860437053
11100160,WestEnd,1.846290599
11102208,WestEnd,1.87271433
11104256,WestEnd,1.868236203
11106304,WestEnd,1.838909725
11108352,WestEnd,1.917793637
11110400,WestEnd,1.776175915
11112448,WestEnd,1.82756851
11114496,WestEnd,1.923979683
11116544,WestEnd,1.842600691
11118592,WestEnd,1.784726572
11120640,WestEnd,1.847489255
11122688,WestEnd,1.833947861
11124736,WestEnd,1.92096376
11126784,WestEnd,1.740709154
11128832,WestEnd,1.956652991
11130880,WestEnd,1.890802562
11132928,WestEnd,2.003125262
11134976,WestEnd,1.994824641
11137024,WestEnd,1.942585647
11139072,WestEnd,2.029226574
11141120,WestEnd,1.928099991
11143168,WestEnd,1.884196336
11145216,WestEnd,1.867525893
11147264,WestEnd,1.934719714
11149312,WestEnd,1.953056916
11151360,WestEnd,1.762174068
11153408,WestEnd,1.780790421
11155456,WestEnd,1.749261075
11157504,WestEnd,1.905520613
11159552,WestEnd,1.786300809
11161600,WestEnd,1.773268042
11163648,WestEnd,1.759447404
11165696,WestEnd,1.769604708
11167744,WestEnd,1.657109807
11169792,WestEnd,1.838586808
11171840,WestEnd,1.827428684
11173888,WestEnd,1.772001821
11175936,WestEnd,1.78363397
11177984,WestEnd,1.860502617
11180032,WestEnd,1.782921368
11182080,WestEnd,1.802423501
11184128,WestEnd,1.908295521
11186176,WestEnd,1.932234029
11188224,WestEnd,1.915235533
11190272,WestEnd,1.927416864
11192320,WestEnd,1.824496957
11194368,WestEnd,1.918050652
11196416,WestEnd,2.011337867
11198464,WestEnd,1.985530439
11200512,WestEnd,1.97859705
11202560,WestEnd,2.071170531
11204608,WestEnd,1.945762584
11206656,WestEnd,2.065059568
11208704,WestEnd,1.881283438
